ID,Country,health_sys_id,Health system name,Health system city,Health system State,Health system StateName,Total N of physicians,Total N of nurse practitioners,Total N of physician assistants,Total N of outpatient centers,Total N of hospitals,Total N of system-affiliated nursing homes,Multistate system flag0,Multistate system flag,N of beds per system,N of discharges per system,Degree to which health systems serves children0,Degree to which health systems serves children,Systemwide teaching intensity0,Systemwide teaching intensity,System MA plan enrollment,System ownership type0,System ownership type,Hospital Net Revenue,Hospital Total Revenue,in_onekey,in_aha,onekey_id,aha_sysid,prim_care_mds,acutehosp_cnt,sys_res,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts
87,US,HSI00000776,OSF Healthcare System,Peoria,IL,Illinois,1285,628,146,305,17,1,2,system hospitals located in two states,1955,82626,0,no children’s hospitals,1,minor teaching,0,2,church-operated,3112483765,12263498988,1,1,17774108,5335,476,17,285.43,1,0,0,1,1,1,1,1,1,
88,US,HSI00000714,Multicare Health System,Tacoma,WA,Washington,1382,535,318,214,10,0,1,system hospitals located in one state,1307,68601,0,no children’s hospitals,1,minor teaching,47,1,nonprofit,3219797039,12129620267,1,1,17778722,6555,552,8,69.34,0,0,1,1,1,1,1,,1,H3284
89,US,HSI00000475,Henry Ford Health,Detroit,MI,Michigan,3631,722,392,254,6,0,1,system hospitals located in one state,1774,93721,0,no children’s hospitals,2,major teaching,87278,1,nonprofit,4235585611,12004427585,1,1,18956748,9505,856,5,934.26,1,1,1,0,0,1,1,1,0,H2318; H2322; H2354; H9712
90,US,HSI00000958,Sanford Health,Sioux Falls,SD,South Dakota,1971,947,434,294,41,157,3,system hospitals located in 3 or more states,1946,78200,0,no children’s hospitals,1,minor teaching,2333,1,nonprofit,4545058856,11971746156,1,1,17774114,0530,807,40,171.96,0,0,0,0,1,1,1,1,1,H1787; H3186; H7511; H8385; H8967
91,US,HSI00001251,West Virginia University Health System,Morgantown,WV,West Virginia,2163,681,371,253,21,7,3,system hospitals located in 3 or more states,2163,100178,0,no children’s hospitals,2,major teaching,0,1,nonprofit,4194488723,11964956522,1,1,17779644,0119,744,20,546.77,1,1,1,0,1,0,0,0,0,
92,US,HSI00000186,Catholic Health,Rockville Centre,NY,New York,1877,280,370,110,6,4,1,system hospitals located in one state,1724,76401,0,no children’s hospitals,1,minor teaching,0,2,church-operated,2587604508,11927474922,1,1,17991358,0233,189,6,75.91,0,0,1,1,1,0,0,0,0,
93,US,HSI00000452,Hartford Healthcare,Hartford,CT,Connecticut,2540,676,738,337,10,3,1,system hospitals located in one state,1605,89771,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,3801509924,11784311275,1,1,17773792,0541,456,8,366.45,1,0,0,0,0,1,1,0,0,
94,US,HSI00000375,Franciscan Health,Mishawaka,IN,Indiana,1276,415,160,228,14,0,2,system hospitals located in two states,1495,69011,0,no children’s hospitals,1,minor teaching,232,2,church-operated,2933166911,11503464393,1,1,17774115,5345,435,13,136.84,1,1,0,0,1,,,,,H5124
95,US,HSI00000164,Capital Health System,Trenton,NJ,New Jersey,477,161,86,72,2,0,1,system hospitals located in one state,365,18174,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1051201653,11368148645,1,1,17845401,0297,179,2,78.23,1,0,0,0,0,0,0,0,0,
96,US,HSI00001116,UAB Health System,Birmingham,AL,Alabama,2497,629,106,169,7,0,1,system hospitals located in one state,1462,57806,0,no children’s hospitals,2,major teaching,0,3,public/government,2567767936,11357228829,1,1,17773974,9105,698,6,618.87,1,0,0,0,0,1,1,0,0,
97,US,HSI00000575,Lee Health,Fort Myers,FL,Florida,672,379,175,107,3,2,1,system hospitals located in one state,1663,83810,0,no children’s hospitals,1,minor teaching,0,3,public/government,2322630663,11123772916,1,1,17773483,0369,254,3,26.79,0,0,0,0,0,0,0,0,0,
98,US,HSI00000640,MedStar Health,Columbia,MD,Maryland,3640,903,668,329,10,0,2,system hospitals located in two states,2364,105547,0,no children’s hospitals,2,major teaching,0,1,nonprofit,4665447031,11050654898,1,1,17773806,0154,1070,9,933.44,1,1,1,0,0,1,0,1,0,
99,US,HSI00001132,UW Health,Madison,WI,Wisconsin,1982,583,350,156,3,0,2,system hospitals located in two states,944,45093,0,no children’s hospitals,2,major teaching,30808,3,public/government,3102434115,11030752071,1,1,17773835,1009,652,2,505.83,1,1,0,0,0,1,1,1,1,H5262; H9834
100,US,HSI00000591,Loma Linda University Health,Loma Linda,CA,California,1522,230,69,73,4,0,1,system hospitals located in one state,912,46550,0,no children’s hospitals,2,major teaching,0,2,church-operated,1836584788,10818982374,1,1,17773485,2175,438,3,572.67,1,1,1,0,0,0,0,0,0,
101,US,HSI00001165,The University of Texas System,Austin,TX,Texas,11466,1864,963,516,7,0,1,system hospitals located in one state,1640,71261,0,no children’s hospitals,2,major teaching,12683,3,public/government,3338003303,10780203437,1,1,24657717,0033,2623,5,847.83,1,1,0,0,0,1,1,0,0,H2171; H6328
102,US,HSI00000644,Medical University of South Carolina Medical Center,Charleston,SC,South Carolina,2582,401,203,215,7,1,1,system hospitals located in one state,1039,47323,0,no children’s hospitals,2,major teaching,0,3,public/government,2704726090,10685626043,1,1,17773804,0976,701,7,663.7,1,1,1,0,1,0,0,0,0,
103,US,HSI00001133,UW Medicine,Seattle,WA,Washington,4197,809,437,231,4,0,1,system hospitals located in one state,1229,55935,0,no children’s hospitals,2,major teaching,0,3,public/government,3635146463,10604286320,1,1,17774134,6415,1133,4,835.87,1,1,1,0,0,0,0,0,0,
104,US,HSI00000029,Allina Health,Minneapolis,MN,Minnesota,1823,488,383,224,13,1,2,system hospitals located in two states,1703,88670,0,no children’s hospitals,1,minor teaching,17893,1,nonprofit,3435770123,10497428933,1,1,17773295,0041,892,12,70.96,0,0,0,0,0,1,1,1,1,H3219
105,US,HSI00000368,Florida Health Sciences Center,Tampa,FL,Florida,363,345,81,39,2,0,1,system hospitals located in one state,898,56121,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1734329798,10339881625,1,0,17773667,,100,1,316.19,1,0,1,1,1,0,0,0,0,
106,US,HSI00000386,Froedtert and the Medical College of Wisconsin,Milwaukee,WI,Wisconsin,2379,619,401,103,7,0,1,system hospitals located in one state,1259,56530,0,no children’s hospitals,2,major teaching,71577,1,nonprofit,3881722370,10247959107,1,1,18197683,0924,657,7,390.07,1,0,0,0,1,1,1,1,1,H1181; H5215; H5644
107,US,HSI00001416,Beth Israel Lahey Health,Cambridge,MA,Massachusetts,5343,1098,372,343,10,1,1,system hospitals located in one state,2101,122378,0,no children’s hospitals,2,major teaching,0,1,nonprofit,4473822654,10134023005,1,1,25098984,0949,1573,9,870.97,1,1,0,0,0,0,0,0,0,
108,US,HSI00000546,Kettering Health,Kettering,OH,Ohio,3171,312,211,233,7,0,1,system hospitals located in one state,1187,63778,0,no children’s hospitals,1,minor teaching,0,2,church-operated,2020133917,10113715648,1,1,17773950,0258,343,7,223.68,1,0,0,0,1,0,0,0,0,
109,US,HSI00000075,Baptist Health,Jacksonville,FL,Florida,771,318,121,152,3,0,1,system hospitals located in one state,1169,55283,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2040694912,10033569104,1,1,17829259,0005,301,3,57.59,0,0,0,0,1,0,0,0,0,
110,US,HSI00000771,Norton Healthcare,Louisville,KY,Kentucky,1094,695,125,256,6,0,3,system hospitals located in 3 or more states,1545,79127,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,2569357151,9893959833,1,1,17774106,2285,409,6,209.43,0,0,1,0,1,0,0,0,0,
111,US,HSI00001284,Ballad Health,Johnson City,TN,Tennessee,722,572,168,178,21,4,2,system hospitals located in two states,1671,76025,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1885021822,9845102957,1,1,17774104,1033,269,20,256.52,1,0,1,0,1,0,0,0,0,
112,US,HSI00000848,ProMedica,Toledo,OH,Ohio,1258,1008,274,329,11,169,2,system hospitals located in two states,1274,55048,0,no children’s hospitals,1,minor teaching,14803,1,nonprofit,2246752306,9702212321,1,1,17773495,0197,461,11,305.46,1,0,0,0,1,1,1,1,1,H3653; H5232; H5373
113,US,HSI00000658,MemorialCare Health System,Fountain Valley,CA,California,3402,163,92,121,4,0,1,system hospitals located in one state,1196,51699,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,1862983590,9530609300,1,1,17773807,0084,1030,4,126.52,0,0,1,0,0,1,,,,
114,US,HSI00000507,Integris Health,Oklahoma City,OK,Oklahoma,750,251,125,155,10,0,1,system hospitals located in one state,1204,48309,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1687021016,9461567924,1,1,17774097,0305,252,10,67.19,0,0,1,0,1,1,1,0,0,
115,US,HSI00000851,Prospect Medical Holdings,Los Angeles,CA,California,5002,295,265,210,13,2,3,system hospitals located in 3 or more states,1944,71815,0,no children’s hospitals,1,minor teaching,0,5,for-profit/investor owned,1946455518,9427764094,1,1,18310933,1012,2005,12,250.39,1,0,1,0,1,0,0,0,0,
116,US,HSI00000513,Inova Health System,Falls Church,VA,Virginia,1994,680,327,255,5,1,1,system hospitals located in one state,1666,97484,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,4022826564,9177234000,1,1,17773948,1305,613,5,211.19,0,0,0,1,1,1,1,0,0,
117,US,HSI00000897,Rush System for Health,Chicago,IL,Illinois,2225,327,211,186,4,1,1,system hospitals located in one state,1208,49514,0,no children’s hospitals,2,major teaching,0,1,nonprofit,3006377300,9146753300,1,1,17773824,3855,597,4,655.3,1,1,1,0,0,1,1,0,0,
118,US,HSI00000814,Peacehealth,Vancouver,WA,Washington,2399,384,425,171,10,1,3,system hospitals located in 3 or more states,1225,68340,0,no children’s hospitals,1,minor teaching,0,2,church-operated,3024833937,9114356378,1,1,17774109,5415,774,10,20.47,0,0,0,1,1,0,0,0,0,
119,US,HSI00000530,John Muir Health,Walnut Creek,CA,California,1120,71,52,83,3,0,1,system hospitals located in one state,750,30150,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1628357491,9102825587,1,1,17837004,0324,417,2,24,0,0,0,0,1,0,0,0,0,
120,US,HSI00000555,LCMC Health System,New Orleans,LA,Louisiana,997,225,73,137,8,2,1,system hospitals located in one state,1300,46674,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,2148453160,9035459764,1,1,18294751,0932,351,7,615.16,1,1,1,0,0,1,0,0,0,
121,US,HSI00000496,Hospital Sisters Health System,Springfield,IL,Illinois,810,418,116,142,17,1,2,system hospitals located in two states,1693,64816,0,no children’s hospitals,1,minor teaching,0,2,church-operated,2745120018,9014556953,1,1,17773316,5355,262,17,105.88,0,0,1,0,1,1,1,0,1,
122,US,HSI00001383,OU Health,Oklahoma City,OK,Oklahoma,1573,258,163,105,2,0,1,system hospitals located in one state,812,34702,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1249147778,8959377729,1,0,18323508,,515,2,393.42,1,0,1,0,0,0,0,0,0,
123,US,HSI00000342,Emory Healthcare,Atlanta,GA,Georgia,3485,626,650,256,9,1,1,system hospitals located in one state,2215,105602,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2632103092,8903776943,1,1,17773473,0256,914,7,469.58,1,0,0,1,1,0,0,0,0,
124,US,HSI00000821,Penn State Health Milton S Hershey Medical Center,Hershey,PA,Pennsylvania,1773,489,387,170,4,0,1,system hospitals located in one state,1073,41654,0,no children’s hospitals,2,major teaching,0,1,nonprofit,2633006732,8902510384,1,1,17816854,0989,575,4,573.31,1,1,0,0,0,0,0,0,0,
125,US,HSI00000376,Franciscan Missionaries of Our Lady Health System,Baton Rouge,LA,Louisiana,1196,509,153,245,11,2,2,system hospitals located in two states,2066,75042,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,1,minor teaching,267,2,church-operated,2551074052,8801697195,1,1,17773637,1475,485,9,202.65,1,0,1,0,0,1,0,0,1,H6231
126,US,HSI00001086,The Ohio State University Wexner Medical Center,Columbus,OH,Ohio,2414,887,196,253,9,1,1,system hospitals located in one state,1264,52513,0,no children’s hospitals,2,major teaching,0,3,public/government,2472554000,8784798962,1,1,17773344,0251,648,7,584.55,1,0,1,0,1,1,0,0,0,
127,US,HSI00000636,McLaren Health Care Corporation,Grand Blanc,MI,Michigan,1385,459,240,319,14,4,2,system hospitals located in two states,1736,80101,0,no children’s hospitals,1,minor teaching,479,1,nonprofit,2625306862,8772564181,1,1,17773322,0252,492,12,404.53,1,1,0,0,0,1,0,1,1,H6322; H7746
128,US,HSI00001179,University of Rochester Medical Center,Rochester,NY,New York,2394,1039,494,245,6,3,1,system hospitals located in one state,1262,61029,0,no children’s hospitals,2,major teaching,0,1,nonprofit,3696361630,8703640075,1,1,17773972,0223,684,6,775.58,1,1,0,0,1,0,0,0,0,
129,US,HSI00001178,University of Missouri Health Care,Columbia,MO,Missouri,1418,179,101,80,5,0,1,system hospitals located in one state,652,29945,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,2,major teaching,0,3,public/government,4935954056,8432234504,1,1,17773676,0227,466,4,406.33,1,1,0,0,0,0,0,0,0,
130,US,HSI00000298,Parkland Health and Hospital System,Dallas,TX,Texas,349,404,148,50,1,0,1,system hospitals located in one state,786,44707,0,no children’s hospitals,2,major teaching,0,3,public/government,985442009,8362574308,1,0,17773820,,160,1,637.38,1,1,1,1,1,1,0,1,0,
131,US,HSI00000169,Carepoint Health,Jersey City,NJ,New Jersey,211,51,31,37,3,0,1,system hospitals located in one state,408,12092,0,no children’s hospitals,2,major teaching,0,5,for-profit/investor owned,393074412,8346824410,1,1,18408021,0931,89,3,104.82,1,0,1,1,1,,,,,
132,US,HSI00000866,Tower Health,West Reading,PA,Pennsylvania,1035,264,222,171,9,1,1,system hospitals located in one state,1185,54414,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1716782351,8308544565,1,1,17773512,1029,439,7,405.36,1,1,0,0,0,1,0,0,0,
133,US,HSI00001186,University of Virginia Health System,Charlottesville,VA,Virginia,2204,510,147,167,5,0,1,system hospitals located in one state,871,36514,0,no children’s hospitals,2,major teaching,0,1,nonprofit,2467601463,8252413288,1,1,17774133,0860,369,4,682.32,1,1,0,0,1,0,0,0,0,
134,US,HSI00000248,Community Health Network,Indianapolis,IN,Indiana,1033,508,200,242,9,0,1,system hospitals located in one state,1127,57389,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2512673692,8241137643,1,1,17773632,0401,403,5,65.34,0,0,1,0,0,1,1,0,0,
135,US,HSI00001213,VCU Health System,Richmond,VA,Virginia,1407,464,91,122,6,1,1,system hospitals located in one state,830,40704,0,no children’s hospitals,2,major teaching,0,3,public/government,2183378008,8193545392,1,1,17773805,0939,375,3,523.44,1,1,1,0,0,1,1,1,1,
136,US,HSI00001243,Wellspan Health,York,PA,Pennsylvania,1411,540,264,312,8,0,1,system hospitals located in one state,1168,53576,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2809127115,8084492069,1,1,17816856,0068,493,6,180.29,1,0,0,0,0,1,0,0,0,
137,US,HSI00000935,Saint Lukes Health System,Kansas City,MO,Missouri,930,345,48,110,11,2,2,system hospitals located in two states,980,45412,0,no children’s hospitals,1,minor teaching,0,2,church-operated,1772359922,7958846641,1,1,17773506,0120,300,9,113.83,0,0,0,1,1,0,0,0,0,
138,US,HSI00001122,UMass Memorial Health Care,Worcester,MA,Massachusetts,2200,585,224,158,6,0,1,system hospitals located in one state,978,50028,0,no children’s hospitals,2,major teaching,965,1,nonprofit,2332091507,7929526464,1,1,17773976,0224,714,6,537.09,1,1,0,0,0,0,0,0,0,H7670; H9904
139,US,HSI00000608,Main Line Health,Bryn Mawr,PA,Pennsylvania,1043,333,209,133,5,1,1,system hospitals located in one state,1031,56471,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1537779391,7815286226,1,1,18158185,0340,388,4,178.52,1,0,0,0,0,0,0,0,0,
140,US,HSI00000805,PIH Health,Whittier,CA,California,1529,110,186,73,3,0,1,system hospitals located in one state,854,42168,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1329431149,7753869533,1,1,17785081,0958,467,3,43.42,0,0,1,0,0,1,1,1,,
141,US,HSI00001075,The Childrens Hospital of Philadelphia,Philadelphia,PA,Pennsylvania,1728,557,105,83,1,0,1,system hospitals located in one state,627,19619,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,2499301794,7675757284,1,0,17773468,,760,1,474.47,1,1,0,0,0,0,0,0,0,
142,US,HSI00000959,Santa Clara Valley Health and Hospital System,San Jose,CA,California,807,123,53,48,3,0,1,system hospitals located in one state,812,31341,0,no children’s hospitals,1,minor teaching,0,3,public/government,2234920007,7613218685,1,0,18187163,,323,3,191.26,0,0,1,1,1,,,,,
143,US,HSI00000842,Premier Health,Dayton,OH,Ohio,750,341,167,216,3,2,1,system hospitals located in one state,1289,54309,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1681135334,7558292030,1,1,17774111,0977,248,3,173.49,0,0,0,0,0,1,0,0,0,
144,US,HSI00000467,Huntsville Hospital Health System,Huntsville,AL,Alabama,538,374,42,117,8,0,1,system hospitals located in one state,1549,72425,0,no children’s hospitals,1,minor teaching,0,3,public/government,1595268624,7507857510,1,1,18198421,0117,181,8,62.31,0,0,0,0,0,1,1,0,0,
145,US,HSI00001174,University of Kentucky Healthcare,Lexington,KY,Kentucky,1512,420,170,76,3,0,1,system hospitals located in one state,962,40490,0,no children’s hospitals,2,major teaching,0,1,nonprofit,2036598972,7419936993,1,0,17773514,,362,2,591.1,1,1,1,0,0,0,0,0,0,
146,US,HSI00000759,Northeast Georgia Health System,Gainesville,GA,Georgia,602,231,182,103,5,2,1,system hospitals located in one state,778,40697,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1673840380,7313979381,1,1,17847722,1018,240,5,106.81,0,0,0,0,1,0,0,0,0,
147,US,HSI00000412,Grady Health System,Atlanta,GA,Georgia,332,150,111,12,1,1,1,system hospitals located in one state,694,31873,0,no children’s hospitals,2,major teaching,0,3,public/government,1185936329,7301985885,1,0,18956746,,115,1,468.93,1,1,1,1,1,0,0,0,0,
148,US,HSI00000531,Johns Hopkins Health System,Baltimore,MD,Maryland,4711,960,542,291,6,1,3,system hospitals located in 3 or more states,2316,95927,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,2,major teaching,15330,1,nonprofit,4674764286,7294463838,1,1,17773320,1015,1118,6,1139.82,1,1,0,0,0,1,1,1,0,H1225; H2109; H3890
149,US,HSI00000593,Los Angeles County Department of Health Services,Los Angeles,CA,California,2245,547,107,100,4,0,1,system hospitals located in one state,1190,60728,0,no children’s hospitals,2,major teaching,0,3,public/government,3074624373,7065496512,1,1,17773802,5755,959,3,1272.61,1,1,1,1,1,,,,,
150,US,HSI00000934,Saint Lukes,Boise,ID,Idaho,1005,453,300,197,9,2,1,system hospitals located in one state,918,43564,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2899767980,7029215914,1,1,17773828,0356,374,8,25.34,0,0,0,0,1,0,0,0,0,
151,US,HSI00001172,University of Iowa Hospitals and Clinics,Iowa City,IA,Iowa,1823,489,190,60,2,0,1,system hospitals located in one state,757,31597,0,no children’s hospitals,2,major teaching,0,3,public/government,2125037398,6987993188,1,0,17774128,,402,2,595.92,1,1,1,0,0,0,0,0,0,
152,US,HSI00000673,Methodist Health System,Dallas,TX,Texas,453,206,70,88,8,0,1,system hospitals located in one state,1276,145456,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1751391309,6921471002,1,1,17829263,2735,210,7,68.94,0,0,0,1,1,0,0,0,0,
153,US,HSI00000611,MaineHealth,Portland,ME,Maine,1736,495,344,232,10,7,2,system hospitals located in two states,1094,45824,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2983207890,6896702677,1,1,17773956,0614,615,9,248.47,1,0,0,0,0,1,1,0,1,
154,US,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN,Tennessee,791,366,33,103,2,0,2,system hospitals located in two states,1352,56691,0,no children’s hospitals,1,minor teaching,0,2,church-operated,1808735276,6804684283,1,1,17773961,9345,272,2,307.91,0,0,0,0,0,0,0,0,0,
155,US,HSI00000811,Parkview Health System,Fort Wayne,IN,Indiana,800,469,129,192,9,0,1,system hospitals located in one state,996,61137,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1953709514,6719091159,1,1,17773962,0159,305,7,9.62,0,0,0,0,1,0,0,0,0,
156,US,HSI00000919,Saint Francis Health System,Tulsa,OK,Oklahoma,980,197,140,116,8,0,1,system hospitals located in one state,1457,66668,0,no children’s hospitals,1,minor teaching,31001,1,nonprofit,1927681805,6681575002,1,1,17773333,0254,356,7,220.14,1,1,1,0,0,1,1,0,0,H3755; H4198
157,US,HSI00000523,Jackson Health System,Miami,FL,Florida,1243,570,50,27,3,2,1,system hospitals located in one state,1893,62137,0,no children’s hospitals,2,major teaching,0,3,public/government,1471427135,6575092862,1,0,17773656,,323,1,686.62,1,0,1,1,1,0,0,0,0,
158,US,HSI00000795,Oregon Health and Science University,Portland,OR,Oregon,2662,385,271,90,2,0,1,system hospitals located in one state,662,31306,0,no children’s hospitals,2,major teaching,0,3,public/government,2564448323,6527448869,1,0,17774107,,697,2,526.76,1,1,1,0,0,1,1,1,1,
159,US,HSI00001069,Texas Childrens Hospital,Houston,TX,Texas,1605,362,185,134,1,0,1,system hospitals located in one state,863,36460,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,2496680535,6453327271,1,0,17773509,,611,1,471.08,1,0,0,0,0,1,,1,,
160,US,HSI00001253,Nuvance Health,Danbury,CT,Connecticut,1065,263,287,140,7,1,2,system hospitals located in two states,1122,53396,0,no children’s hospitals,2,major teaching,0,1,nonprofit,2119405055,6353885607,1,1,17773939,0811,331,7,353.5,1,0,0,0,0,0,0,0,0,
161,US,HSI00001377,UofL Health,Louisville,KY,Kentucky,1266,367,73,176,7,0,1,system hospitals located in one state,1154,60238,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1837810518,6346490941,1,1,17773480,0983,262,5,404.84,1,1,1,0,0,1,0,0,0,
162,US,HSI00000576,Legacy Health,Portland,OR,Oregon,1415,234,193,136,7,2,2,system hospitals located in two states,984,58623,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2418502067,6338749259,1,1,17773484,2755,447,7,99.93,0,0,1,1,1,1,1,1,1,
163,US,HSI00000074,Baptist Health,Little Rock,AR,Arkansas,607,264,43,165,12,1,1,system hospitals located in one state,1623,58785,0,no children’s hospitals,1,minor teaching,19460,1,nonprofit,1352855113,6318375046,1,1,17773298,0355,232,10,101.99,1,0,1,0,0,1,1,1,1,H3554; H4213; H6158; H6342
164,US,HSI00000068,Avera Health,Sioux Falls,SD,South Dakota,945,514,234,212,41,23,3,system hospitals located in 3 or more states,1343,41167,0,no children’s hospitals,1,minor teaching,0,2,church-operated,2403089734,6312045583,1,1,17774077,5255,397,38,52.87,0,0,0,0,0,1,0,0,1,
165,US,HSI00000464,HealthPartners,Minneapolis,MN,Minnesota,2275,528,482,184,10,2,2,system hospitals located in two states,997,58695,0,no children’s hospitals,1,minor teaching,54311,1,nonprofit,4316866622,6280704996,1,1,18961175,0342,1035,10,190.05,1,0,0,0,0,1,0,0,0,H2422; H2462; H3416; H4882
166,US,HSI00001038,Stony Brook Medicine,Stony Brook,NY,New York,1244,338,134,174,3,0,1,system hospitals located in one state,725,37984,0,no children’s hospitals,2,major teaching,0,3,public/government,1781612704,6263609371,1,0,18294974,,307,3,595.22,1,1,0,0,0,1,0,1,0,
167,US,HSI00001118,UC Health,Cincinnati,OH,Ohio,1538,216,52,136,5,1,1,system hospitals located in one state,667,30007,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1418384675,6235377962,1,1,17773943,0082,379,2,481.91,1,1,1,0,0,0,0,0,0,
168,US,HSI00000170,Carilion Clinic,Roanoke,VA,Virginia,1095,336,225,181,7,0,1,system hospitals located in one state,841,44520,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1933876475,6217397878,1,1,17773464,0070,368,7,242.64,1,0,0,0,0,0,0,0,0,
169,US,HSI00001475,ScionHealth,Louisville,KY,Kentucky,626,410,103,38,70,0,3,system hospitals located in 3 or more states,1842,43990,0,no children’s hospitals,1,minor teaching,0,5,for-profit/investor owned,1268382585,6202222277,1,1,17773839,1096,229,17,31.23,0,0,1,0,1,0,0,0,0,
170,US,HSI00001074,The Carle Foundation,Urbana,IL,Illinois,752,307,96,72,5,1,1,system hospitals located in one state,733,36722,0,no children’s hospitals,1,minor teaching,47347,1,nonprofit,1574849588,6121681273,1,1,17773669,2575,289,5,112.38,0,0,0,0,1,1,1,1,1,H1463; H1737; H2591; H3471; H6306; H8064
171,US,HSI00001442,Englewood Health,Englewood,NJ,New Jersey,498,153,43,109,1,0,1,system hospitals located in one state,292,14874,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,967269424,6021067804,1,0,26001022,,161,1,66.87,0,0,0,0,0,0,0,0,0,
172,US,HSI00000585,Lifespan,Providence,RI,Rhode Island,1469,376,230,134,4,0,1,system hospitals located in one state,960,48648,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1959261288,6006558337,1,1,17773954,0060,475,3,577.43,1,1,0,0,0,0,0,0,0,
173,US,HSI00000290,CoxHealth,Springfield,MO,Missouri,849,284,116,111,5,0,1,system hospitals located in one state,985,37323,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1684043799,5973226429,1,1,17774090,0179,224,4,28.23,0,0,0,0,0,1,0,0,1,
174,US,HSI00000637,McLeod Health,Florence,SC,South Carolina,538,155,68,100,6,1,1,system hospitals located in one state,846,36046,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1214614088,5958256522,1,1,17999447,0874,207,5,37.17,0,0,0,1,1,0,0,0,0,
175,US,HSI00001236,WakeMed Health and Hospitals,Raleigh,NC,North Carolina,468,177,260,85,2,0,1,system hospitals located in one state,798,49988,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1464938842,5952209886,1,1,17773353,6705,137,2,66.83,0,0,0,1,0,1,,,,
176,US,HSI00001079,Cooper University Health Care,Camden,NJ,New Jersey,969,324,98,121,1,1,1,system hospitals located in one state,580,31383,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1431807000,5905142000,1,0,17773510,,276,1,378.19,1,1,1,0,0,0,0,0,0,
177,US,HSI00000962,Sarasota Memorial Health Care System,Sarasota,FL,Florida,397,209,120,67,3,1,1,system hospitals located in one state,787,36076,0,no children’s hospitals,1,minor teaching,0,3,public/government,1097444496,5775184100,1,0,18404155,,182,1,66.81,0,0,0,1,1,0,0,0,0,
178,US,HSI00001043,Summa Health System,Akron,OH,Ohio,632,189,68,128,3,0,1,system hospitals located in one state,560,32907,0,no children’s hospitals,2,major teaching,22834,1,nonprofit,1004687667,5719789690,1,1,17773666,0399,232,2,220.24,1,0,0,0,0,1,1,1,1,H3660
179,US,HSI00000461,Health First,Rockledge,FL,Florida,431,244,93,66,4,0,1,system hospitals located in one state,904,50490,0,no children’s hospitals,0,nonteaching,34987,1,nonprofit,1081217315,5533721975,1,1,17773944,0328,143,4,0,0,0,0,1,1,1,1,0,1,H1099
180,US,HSI00001184,University of Utah Hospitals and Clinics,Salt Lake City,UT,Utah,1758,276,276,98,2,0,1,system hospitals located in one state,585,34037,0,no children’s hospitals,2,major teaching,2028,3,public/government,2555439616,5527450917,1,0,17773679,,366,1,461.27,1,1,0,0,0,1,1,1,1,H4304; H9455
